pk_kpi;codigo;hospital;estado;total_int;tmi;int_cli;tmi_cli;cpi_cli;cpd_cli;total_diaria_cli;custo_total_cli;total_cobrado_cli;total_liberado_cli;total_glosado_cli;total_glosado_cli_perc;int_cir;tmi_cir;cpi_cir;cpd_cir;total_diaria_cir;custo_total_cir;total_cobrado_cir;total_liberado_cir;total_glosado_cir;total_glosado_cir_perc;total_cobrado;total_liberado;total_glosado;total_glosado_perc;referencia
454;165115;HOSPITAL SANTA RITA;MG;8;1,25;4;1,25;2.271,14;1.816,92;5;9.084,58;9.832,22;9.084,58;747,64;7,6;4;1,25;4.775,92;3.820,73;5;19.103,66;20.592,11;19.103,66;1.488,45;7,23;30.424,33;28.188,24;2.236,09;7,35;01/03/2022
455;165115;HOSPITAL SANTA RITA;MG;3;3,3333;2;4;8.603,72;2.150,93;8;17.207,44;41.355,14;17.207,44;24.147,70;58,39;1;2;3.161,82;1.580,91;2;3.161,82;3.375,82;3.161,82;214;6,34;44.730,96;20.369,26;24.361,70;54,46;01/05/2022
456;165115;HOSPITAL SANTA RITA;MG;6;1,8333;5;2;5.817,57;2.908,79;10;29.087,87;30.912,36;29.087,87;1.824,49;5,9;1;1;1.372,47;1.372,47;1;1.372,47;1.385,43;1.372,47;12,96;0,94;32.297,79;30.460,34;1.837,45;5,69;01/06/2022
457;87319;HOSPITAL SOCOR;MG;9;6,8889;8;7,75;19.836,53;2.559,55;62;158.692,24;162.849,80;158.692,24;4.157,56;2,55;1;0;10.397,81;0;0;10.397,81;14.444,72;10.397,81;4.046,91;28,02;177.294,52;169.090,05;8.204,47;4,63;01/01/2022
458;87319;HOSPITAL SOCOR;MG;6;3,8333;4;5,75;15.560,51;2.706,18;23;62.242,03;65.042,04;62.242,03;2.800,01;4,3;2;0;3.509,98;0;0;7.019,95;7.019,95;7.019,95;0;0;72.061,99;69.261,98;2.800,01;3,89;01/02/2022
459;87319;HOSPITAL SOCOR;MG;6;3,1667;3;6;11.236,23;1.872,70;18;33.708,68;34.503,68;33.708,68;795;2,3;3;0,3333;7.740,93;23.222,78;1;23.222,78;23.222,78;23.222,78;0;0;57.726,46;56.931,46;795;1,38;01/03/2022
460;87319;HOSPITAL SOCOR;MG;2;5;1;9;11.700,00;1.300,00;9;11.700,00;11.700,00;11.700,00;0;0;1;1;2.856,40;2.856,40;1;2.856,40;2.856,40;2.856,40;0;0;14.556,40;14.556,40;0;0;01/04/2022
461;87319;HOSPITAL SOCOR;MG;11;2,6364;8;3,625;9.478,41;2.614,73;29;75.827,26;75.827,26;75.827,26;0;0;3;0;5.851,08;0;0;17.553,24;17.553,24;17.553,24;0;0;93.380,50;93.380,50;0;0;01/05/2022
462;87319;HOSPITAL SOCOR;MG;17;0,8235;8;1,5;8.856,20;5.904,13;12;70.849,58;70.891,01;70.849,58;41,43;0,06;9;0,2222;11.656,42;52.453,87;2;104.907,74;104.907,74;104.907,74;0;0;175.798,75;175.757,32;41,43;0,02;01/06/2022
463;41513;HOSPITAL VERA CRUZ;MG;3;6,6667;3;6,6667;11.742,35;1.761,35;20;35.227,06;36.480,21;35.227,06;1.253,15;3,44;0;0;0;0;0;0;0;0;0;0;36.480,21;35.227,06;1.253,15;3,44;01/01/2022
464;41513;HOSPITAL VERA CRUZ;MG;1;0;0;0;0;0;0;0;0;0;0;0;1;0;5.587,38;0;0;5.587,38;5.622,40;5.587,38;35,02;0,62;5.622,40;5.587,38;35,02;0,62;01/03/2022
465;307718;HOSPITAL VILA DA SERRA;MG;25;6,48;10;13,8;35.427,79;2.567,23;138;354.277,89;375.283,11;354.277,89;21.005,22;5,6;15;1,6;7.355,95;4.597,47;24;110.339,29;118.677,41;110.339,29;8.338,12;7,03;493.960,52;464.617,18;29.343,34;5,94;01/01/2022
466;307718;HOSPITAL VILA DA SERRA;MG;20;5,35;15;6,6667;15.005,30;2.250,79;100;225.079,45;238.524,91;225.079,45;13.445,46;5,64;5;1,4;9.680,25;6.914,46;7;48.401,25;51.050,13;48.401,25;2.648,88;5,19;289.575,04;273.480,70;16.094,34;5,56;01/02/2022
467;307718;HOSPITAL VILA DA SERRA;MG;25;6,56;17;9,1176;17.110,42;1.876,63;155;290.877,09;306.559,05;290.877,09;15.681,96;5,12;8;1,125;10.901,06;9.689,83;9;87.208,44;87.904,21;87.208,44;695,77;0,79;394.463,26;378.085,53;16.377,73;4,15;01/03/2022
468;307718;HOSPITAL VILA DA SERRA;MG;30;5,6667;18;8,6667;20.793,38;2.399,24;156;374.280,77;398.148,97;374.280,77;23.868,20;5,99;12;1,1667;7.404,37;6.346,60;14;88.852,41;90.239,07;88.852,41;1.386,66;1,54;488.388,04;463.133,18;25.254,86;5,17;01/04/2022
469;307718;HOSPITAL VILA DA SERRA;MG;28;6,3214;23;7,4348;17.406,69;2.341,25;171;400.353,88;430.716,93;400.353,88;30.363,05;7,05;5;1,2;6.112,58;5.093,82;6;30.562,92;30.997,69;30.562,92;434,77;1,4;461.714,62;430.916,80;30.797,82;6,67;01/05/2022
470;307718;HOSPITAL VILA DA SERRA;MG;30;4,7;16;7,25;12.790,04;1.764,14;116;204.640,56;222.494,41;204.640,56;17.853,85;8,02;14;1,7857;15.682,50;8.782,20;25;219.554,97;230.975,79;219.554,97;11.420,82;4,94;453.470,20;424.195,53;29.274,67;6,46;01/06/2022
471;347817;INST DE OTORRINOLARINGOLOGIA;MG;4;1;1;1;255,89;255,89;1;255,89;255,89;255,89;0;0;3;1;1.628,69;1.628,69;3;4.886,06;5.069,70;4.886,06;183,64;3,62;5.325,59;5.141,95;183,64;3,45;01/04/2022
472;347817;INST DE OTORRINOLARINGOLOGIA;MG;3;1;0;0;0;0;0;0;0;0;0;0;3;1;1.661,44;1.661,44;3;4.984,33;5.066,01;4.984,33;81,68;1,61;5.066,01;4.984,33;81,68;1,61;01/06/2022
473;77615;INSTITUTO ONCOLOGICO;MG;3;1;0;0;0;0;0;0;0;0;0;0;3;1;5.102,46;5.102,46;3;15.307,39;17.018,67;15.307,39;1.711,28;10,06;17.018,67;15.307,39;1.711,28;10,06;01/01/2022
474;77615;INSTITUTO ONCOLOGICO;MG;1;1;1;1;1.488,65;1.488,65;1;1.488,65;1.501,83;1.488,65;13,18;0,88;0;0;0;0;0;0;0;0;0;0;1.501,83;1.488,65;13,18;0,88;01/04/2022
475;450510;MATER DEI (BETIM);MG;34;4,9412;19;5,3158;25.669,53;4.828,92;101;487.721,05;491.010,03;487.721,05;3.288,98;0,67;15;4,4667;33.769,97;7.560,44;67;506.549,55;516.289,21;506.549,55;9.739,66;1,89;1.007.299,24;994.270,60;13.028,64;1,29;01/01/2022
476;450510;MATER DEI (BETIM);MG;97;4,0928;39;7,2821;23.988,21;3.294,16;284;935.540,18;952.286,81;935.540,18;16.746,63;1,76;58;1,9483;12.453,38;6.392,00;113;722.295,93;734.657,36;722.295,93;12.361,43;1,68;1.686.944,17;1.657.836,11;29.108,06;1,73;01/02/2022
477;450510;MATER DEI (BETIM);MG;48;3,5208;24;5,5417;17.821,07;3.215,83;133;427.705,72;435.626,36;427.705,72;7.920,64;1,82;24;1,5;12.624,64;8.416,42;36;302.991,25;308.397,75;302.991,25;5.406,50;1,75;744.024,11;730.696,97;13.327,14;1,79;01/03/2022
478;450510;MATER DEI (BETIM);MG;80;3;38;3,8684;7.735,14;1.999,56;147;293.935,21;300.570,57;293.935,21;6.635,36;2,21;42;2,2143;15.638,58;7.062,58;93;656.820,33;672.504,32;656.820,33;15.683,99;2,33;973.074,89;950.755,54;22.319,35;2,29;01/04/2022
479;450510;MATER DEI (BETIM);MG;18;3,7778;8;5,375;17.635,05;3.280,94;43;141.080,42;142.459,05;141.080,42;1.378,63;0,97;10;2,5;7.540,14;3.016,06;25;75.401,42;77.008,98;75.401,42;1.607,56;2,09;219.468,03;216.481,84;2.986,19;1,36;01/05/2022
480;450510;MATER DEI (BETIM);MG;58;3,3103;30;5,1333;15.843,41;3.086,38;154;475.302,34;487.000,34;475.302,34;11.698,00;2,4;28;1,3571;8.313,75;6.125,92;38;232.785,10;241.714,43;232.785,10;8.929,33;3,69;728.714,77;708.087,44;20.627,33;2,83;01/06/2022
481;27715;MATERNIDADE OTAVIANO NEVES;MG;10;3,8;5;7,4;3.905,19;527,73;37;19.525,95;19.549,31;19.525,95;23,36;0,12;5;0,2;2.002,54;10.012,70;1;10.012,70;11.473,92;10.012,70;1.461,22;12,74;31.023,23;29.538,65;1.484,58;4,79;01/01/2022
482;27715;MATERNIDADE OTAVIANO NEVES;MG;2;2;0;0;0;0;0;0;0;0;0;0;2;2;2.687,16;1.343,58;4;5.374,31;5.374,31;5.374,31;0;0;5.374,31;5.374,31;0;0;01/02/2022
483;27715;MATERNIDADE OTAVIANO NEVES;MG;2;7;1;6;2.436,30;406,05;6;2.436,30;2.436,30;2.436,30;0;0;1;8;4.971,54;621,44;8;4.971,54;4.971,54;4.971,54;0;0;7.407,84;7.407,84;0;0;01/03/2022
484;27715;MATERNIDADE OTAVIANO NEVES;MG;5;7;3;10,6667;17.119,69;1.604,97;32;51.359,08;54.506,72;51.359,08;3.147,64;5,77;2;1,5;2.395,76;1.597,17;3;4.791,52;4.791,52;4.791,52;0;0;59.298,24;56.150,60;3.147,64;5,31;01/04/2022
485;27715;MATERNIDADE OTAVIANO NEVES;MG;5;0;3;0;5.907,36;0;0;17.722,09;18.081,28;17.722,09;359,19;1,99;2;0;1.880,07;0;0;3.760,14;4.010,14;3.760,14;250;6,23;22.091,42;21.482,23;609,19;2,76;01/05/2022
486;144312;NEOCENTER (144312);MG;1;18;1;18;51.298,64;2.849,92;18;51.298,64;51.461,17;51.298,64;162,53;0,32;0;0;0;0;0;0;0;0;0;0;51.461,17;51.298,64;162,53;0,32;01/01/2022
487;144312;NEOCENTER (144312);MG;3;5,3333;3;5,3333;15.062,14;2.824,15;16;45.186,41;45.186,41;45.186,41;0;0;0;0;0;0;0;0;0;0;0;0;45.186,41;45.186,41;0;0;01/02/2022
488;144312;NEOCENTER (144312);MG;1;1;1;1;3.100,16;3.100,16;1;3.100,16;3.100,16;3.100,16;0;0;0;0;0;0;0;0;0;0;0;0;3.100,16;3.100,16;0;0;01/03/2022
489;144312;NEOCENTER (144312);MG;2;14;2;14;39.679,72;2.834,27;28;79.359,45;79.359,45;79.359,45;0;0;0;0;0;0;0;0;0;0;0;0;79.359,45;79.359,45;0;0;01/04/2022
490;144312;NEOCENTER (144312);MG;5;5,8;5;5,8;16.925,00;2.918,10;29;84.624,98;84.624,98;84.624,98;0;0;0;0;0;0;0;0;0;0;0;0;84.624,98;84.624,98;0;0;01/05/2022
491;144312;NEOCENTER (144312);MG;5;12;5;12;50.596,32;4.216,36;60;252.981,61;252.981,61;252.981,61;0;0;0;0;0;0;0;0;0;0;0;0;252.981,61;252.981,61;0;0;01/06/2022
492;440710;NEOCENTER (440710);MG;1;6;1;6;16.873,47;2.812,25;6;16.873,47;16.873,47;16.873,47;0;0;0;0;0;0;0;0;0;0;0;0;16.873,47;16.873,47;0;0;01/01/2022
493;440710;NEOCENTER (440710);MG;4;15;4;15;45.585,86;3.039,06;60;182.343,43;182.343,43;182.343,43;0;0;0;0;0;0;0;0;0;0;0;0;182.343,43;182.343,43;0;0;01/02/2022
494;440710;NEOCENTER (440710);MG;2;10,5;2;10,5;29.597,41;2.818,80;21;59.194,82;59.194,82;59.194,82;0;0;0;0;0;0;0;0;0;0;0;0;59.194,82;59.194,82;0;0;01/03/2022
495;440710;NEOCENTER (440710);MG;1;8;1;8;22.710,00;2.838,75;8;22.710,00;22.710,00;22.710,00;0;0;0;0;0;0;0;0;0;0;0;0;22.710,00;22.710,00;0;0;01/05/2022
496;440710;NEOCENTER (440710);MG;3;0;3;0;29.893,52;0;0;89.680,57;89.680,57;89.680,57;0;0;0;0;0;0;0;0;0;0;0;0;89.680,57;89.680,57;0;0;01/06/2022
497;28312;SEMPER;MG;3;6;2;9;50.526,09;5.614,01;18;101.052,18;102.227,39;101.052,18;1.175,21;1,15;1;0;5.141,14;0;0;5.141,14;5.141,14;5.141,14;0;0;107.368,53;106.193,32;1.175,21;1,09;01/01/2022
498;28312;SEMPER;MG;3;5,6667;2;7,5;2.967,87;395,72;15;5.935,74;6.013,91;5.935,74;78,17;1,3;1;2;2.804,28;1.402,14;2;2.804,28;2.856,18;2.804,28;51,9;1,82;8.870,09;8.740,02;130,07;1,47;01/02/2022
499;28312;SEMPER;MG;1;1;0;0;0;0;0;0;0;0;0;0;1;1;2.176,28;2.176,28;1;2.176,28;2.482,42;2.176,28;306,14;12,33;2.482,42;2.176,28;306,14;12,33;01/03/2022
500;28312;SEMPER;MG;5;6,2;2;12,5;4.638,47;371,08;25;9.276,94;9.437,08;9.276,94;160,14;1,7;3;2;7.529,42;3.764,71;6;22.588,26;24.088,98;22.588,26;1.500,72;6,23;33.526,06;31.865,20;1.660,86;4,95;01/04/2022
501;28312;SEMPER;MG;4;9,5;2;18;45.191,06;2.510,61;36;90.382,11;103.173,68;90.382,11;12.791,57;12,4;2;1;1.199,65;1.199,65;2;2.399,30;2.541,63;2.399,30;142,33;5,6;105.715,31;92.781,41;12.933,90;12,23;01/05/2022
502;28312;SEMPER;MG;5;5,2;3;8;6.396,72;799,59;24;19.190,15;20.002,00;19.190,15;811,85;4,06;2;1;1.092,21;1.092,21;2;2.184,43;2.220,89;2.184,43;36,46;1,64;22.222,89;21.374,58;848,31;3,82;01/06/2022
503;28819;STA CASA;MG;10;3,4;9;3,6667;9.258,75;2.525,11;33;83.328,77;83.967,85;83.328,77;639,08;0,76;1;1;4.133,42;4.133,42;1;4.133,42;4.133,42;4.133,42;0;0;88.101,27;87.462,19;639,08;0,73;01/01/2022
504;28819;STA CASA;MG;10;11;9;12,1111;81.579,69;6.735,94;109;734.217,24;750.909,50;734.217,24;16.692,26;2,22;1;1;18.131,35;18.131,35;1;18.131,35;18.131,35;18.131,35;0;0;769.040,85;752.348,59;16.692,26;2,17;01/02/2022
505;28819;STA CASA;MG;10;14;6;20,5;143.828,67;7.016,03;123;862.972,01;862.993,73;862.972,01;21,72;0;4;4,25;14.562,79;3.426,54;17;58.251,15;58.624,03;58.251,15;372,88;0,64;921.617,76;921.223,16;394,6;0,04;01/03/2022
506;28819;STA CASA;MG;11;13,6364;9;16;51.827,09;3.239,19;144;466.443,80;474.543,64;466.443,80;8.099,84;1,71;2;3;12.935,79;4.311,93;6;25.871,58;26.191,35;25.871,58;319,77;1,22;500.734,99;492.315,38;8.419,61;1,68;01/05/2022
507;28819;STA CASA;MG;9;3,2222;8;3,5;9.438,46;2.696,70;28;75.507,67;75.507,67;75.507,67;0;0;1;1;6.423,45;6.423,45;1;6.423,45;6.423,45;6.423,45;0;0;81.931,12;81.931,12;0;0;01/06/2022
508;32816;STA CASA MIS JUIZ DE FORA;MG;4;11,25;2;21,5;123.467,98;5.742,70;43;246.935,97;246.935,97;246.935,97;0;0;2;1;85.319,48;85.319,48;2;170.638,97;170.638,97;170.638,97;0;0;417.574,94;417.574,94;0;0;01/01/2022
509;32816;STA CASA MIS JUIZ DE FORA;MG;6;6,8333;6;6,8333;11.933,13;1.746,31;41;71.598,79;71.650,31;71.598,79;51,52;0,07;0;0;0;0;0;0;0;0;0;0;71.650,31;71.598,79;51,52;0,07;01/02/2022
510;32816;STA CASA MIS JUIZ DE FORA;MG;3;9;3;9;9.817,25;1.090,81;27;29.451,74;29.451,74;29.451,74;0;0;0;0;0;0;0;0;0;0;0;0;29.451,74;29.451,74;0;0;01/03/2022
511;32816;STA CASA MIS JUIZ DE FORA;MG;3;7,6667;2;10;22.885,84;2.288,58;20;45.771,69;45.771,69;45.771,69;0;0;1;3;14.119,90;4.706,63;3;14.119,90;14.119,90;14.119,90;0;0;59.891,59;59.891,59;0;0;01/04/2022
512;32816;STA CASA MIS JUIZ DE FORA;MG;7;7,4286;6;8,5;29.021,21;3.414,26;51;174.127,26;174.127,26;174.127,26;0;0;1;1;7.430,89;7.430,89;1;7.430,89;7.436,17;7.430,89;5,28;0,07;181.563,43;181.558,15;5,28;0;01/05/2022
513;32816;STA CASA MIS JUIZ DE FORA;MG;5;8,6;4;10,25;76.331,43;7.446,97;41;305.325,73;305.325,73;305.325,73;0;0;1;2;68.052,57;34.026,29;2;68.052,57;68.052,57;68.052,57;0;0;373.378,30;373.378,30;0;0;01/06/2022
514;429511;UBERLANDIA MEDICAL CENTER;MG;19;3,3158;6;4,3333;23.933,38;5.523,09;26;143.600,31;154.371,97;143.600,31;10.771,66;6,98;13;2,8462;22.023,31;7.737,92;37;286.303,09;323.072,53;286.303,09;36.769,44;11,38;477.444,50;429.903,40;47.541,10;9,96;01/01/2022
515;429511;UBERLANDIA MEDICAL CENTER;MG;28;3,8571;10;7,4;37.574,36;5.077,62;74;375.743,61;411.227,00;375.743,61;35.483,39;8,63;18;1,8889;15.572,94;8.244,50;34;280.312,96;307.771,86;280.312,96;27.458,90;8,92;718.998,86;656.056,57;62.942,29;8,75;01/02/2022
516;429511;UBERLANDIA MEDICAL CENTER;MG;42;4,4524;25;5,96;15.486,82;2.598,46;149;387.170,44;454.627,15;387.170,44;67.456,71;14,84;17;2,2353;16.500,01;7.381,58;38;280.500,17;297.982,16;280.500,17;17.481,99;5,87;752.609,31;667.670,61;84.938,70;11,29;01/03/2022
517;429511;UBERLANDIA MEDICAL CENTER;MG;29;2,6897;10;5,5;26.599,14;4.836,21;55;265.991,39;320.549,22;265.991,39;54.557,83;17,02;19;1,2105;12.139,90;10.028,61;23;230.658,02;240.080,60;230.658,02;9.422,58;3,92;560.629,82;496.649,41;63.980,41;11,41;01/04/2022
518;429511;UBERLANDIA MEDICAL CENTER;MG;9;3,5556;5;5,4;14.534,89;2.691,65;27;72.674,44;83.519,26;72.674,44;10.844,82;12,98;4;1,25;26.054,26;20.843,41;5;104.217,04;108.885,27;104.217,04;4.668,23;4,29;192.404,53;176.891,48;15.513,05;8,06;01/05/2022
519;429511;UBERLANDIA MEDICAL CENTER;MG;30;1,7;16;1,9375;3.028,31;1.563,00;31;48.452,97;57.181,33;48.452,97;8.728,36;15,26;14;1,4286;6.480,52;4.536,37;20;90.727,33;98.375,40;90.727,33;7.648,07;7,77;155.556,73;139.180,30;16.376,43;10,53;01/06/2022
520;389510;UROLOGICA;MG;1;1;0;0;0;0;0;0;0;0;0;0;1;1;3.454,80;3.454,80;1;3.454,80;3.454,80;3.454,80;0;0;3.454,80;3.454,80;0;0;01/05/2022
521;389510;UROLOGICA;MG;2;1;0;0;0;0;0;0;0;0;0;0;2;1;3.380,84;3.380,84;2;6.761,68;6.782,76;6.761,68;21,08;0,31;6.782,76;6.761,68;21,08;0,31;01/06/2022
522;48917;AMIP;PB;17;5,0588;17;5,0588;5.235,20;1.034,87;86;88.998,44;94.967,63;88.998,44;5.969,19;6,29;0;0;0;0;0;0;0;0;0;0;94.967,63;88.998,44;5.969,19;6,29;01/01/2022
523;48917;AMIP;PB;21;7,5238;21;7,5238;8.542,94;1.135,45;158;179.401,84;184.604,62;179.401,84;5.202,78;2,82;0;0;0;0;0;0;0;0;0;0;184.604,62;179.401,84;5.202,78;2,82;01/02/2022
524;48917;AMIP;PB;34;4,6765;32;4,9063;5.429,35;1.106,62;157;173.739,28;181.345,00;173.739,28;7.605,72;4,19;2;1;1.930,66;1.930,66;2;3.861,32;4.312,15;3.861,32;450,83;10,45;185.657,15;177.600,60;8.056,55;4,34;01/03/2022
525;48917;AMIP;PB;9;7,4444;8;8,25;7.567,30;917,25;66;60.538,43;62.173,60;60.538,43;1.635,17;2,63;1;1;2.117,25;2.117,25;1;2.117,25;2.342,66;2.117,25;225,41;9,62;64.516,26;62.655,68;1.860,58;2,88;01/04/2022
526;48917;AMIP;PB;20;6,35;17;7,2941;7.977,41;1.093,68;124;135.616,00;146.160,64;135.616,00;10.544,64;7,21;3;1;2.069,17;2.069,17;3;6.207,52;6.812,60;6.207,52;605,08;8,88;152.973,24;141.823,52;11.149,72;7,29;01/05/2022
527;48917;AMIP;PB;25;5,28;21;6,0476;7.260,88;1.200,62;127;152.478,51;163.310,67;152.478,51;10.832,16;6,63;4;1,25;2.296,38;1.837,11;5;9.185,53;10.367,77;9.185,53;1.182,24;11,4;173.678,44;161.664,04;12.014,40;6,92;01/06/2022
528;361216;CL OTORRINO LEONARDO F SILVA;PB;1;1;1;1;414,24;414,24;1;414,24;414,24;414,24;0;0;0;0;0;0;0;0;0;0;0;0;414,24;414,24;0;0;01/01/2022
529;361216;CL OTORRINO LEONARDO F SILVA;PB;3;1;0;0;0;0;0;0;0;0;0;0;3;1;1.273,83;1.273,83;3;3.821,49;4.123,19;3.821,49;301,7;7,32;4.123,19;3.821,49;301,7;7,32;01/04/2022
530;306711;CLIM;PB;4;1,25;3;1,3333;15.244,85;11.433,63;4;45.734,54;46.738,00;45.734,54;1.003,46;2,15;1;1;3.136,46;3.136,46;1;3.136,46;3.283,06;3.136,46;146,6;4,47;50.021,06;48.871,00;1.150,06;2,3;01/01/2022
531;306711;CLIM;PB;6;1,1667;3;1,3333;5.872,91;4.404,68;4;17.618,72;17.686,22;17.618,72;67,5;0,38;3;1;8.579,46;8.579,46;3;25.738,39;37.465,80;25.738,39;11.727,41;31,3;55.152,02;43.357,11;11.794,91;21,39;01/02/2022
532;306711;CLIM;PB;9;1;3;1;8.261,41;8.261,41;3;24.784,23;26.175,51;24.784,23;1.391,28;5,32;6;1;6.549,49;6.549,49;6;39.296,97;40.679,98;39.296,97;1.383,01;3,4;66.855,49;64.081,20;2.774,29;4,15;01/03/2022
533;306711;CLIM;PB;7;2,1429;3;3,3333;12.147,47;3.644,24;10;36.442,40;36.806,21;36.442,40;363,81;0,99;4;1,25;4.853,18;3.882,54;5;19.412,71;19.843,65;19.412,71;430,94;2,17;56.649,86;55.855,11;794,75;1,4;01/04/2022
534;306711;CLIM;PB;3;1,3333;0;0;0;0;0;0;0;0;0;0;3;1,3333;4.886,06;3.664,54;4;14.658,18;15.651,67;14.658,18;993,49;6,35;15.651,67;14.658,18;993,49;6,35;01/05/2022
535;306711;CLIM;PB;11;1,4545;5;2;5.654,13;2.827,07;10;28.270,66;58.355,37;28.270,66;30.084,71;51,55;6;1;5.627,36;5.627,36;6;33.764,18;48.666,51;33.764,18;14.902,33;30,62;107.021,88;62.034,84;44.987,04;42,04;01/06/2022
536;231010;CLINICA DOM RODRIGO;PB;5;0,4;0;0;0;0;0;0;0;0;0;0;5;0,4;4.975,46;12.438,65;2;24.877,30;24.994,51;24.877,30;117,21;0,47;24.994,51;24.877,30;117,21;0,47;01/03/2022
537;231010;CLINICA DOM RODRIGO;PB;1;10;1;10;6.057,00;605,7;10;6.057,00;6.057,00;6.057,00;0;0;0;0;0;0;0;0;0;0;0;0;6.057,00;6.057,00;0;0;01/04/2022
538;231010;CLINICA DOM RODRIGO;PB;2;0,5;1;1;442,9;442,9;1;442,9;442,9;442,9;0;0;1;0;1.480,00;0;0;1.480,00;1.480,00;1.480,00;0;0;1.922,90;1.922,90;0;0;01/05/2022
539;231010;CLINICA DOM RODRIGO;PB;1;0;0;0;0;0;0;0;0;0;0;0;1;0;3.162,91;0;0;3.162,91;3.162,91;3.162,91;0;0;3.162,91;3.162,91;0;0;01/06/2022
540;52213;CLINICA SANTA CLARA;PB;65;2,5538;38;3,5789;18.181,18;5.080,04;136;690.885,01;711.118,45;690.885,01;20.233,44;2,85;27;1,1111;4.399,97;3.959,97;30;118.799,10;122.066,07;118.799,10;3.266,97;2,68;833.184,52;809.684,11;23.500,41;2,82;01/01/2022
541;52213;CLINICA SANTA CLARA;PB;99;2,3737;43;3,6279;7.893,23;2.175,70;156;339.408,86;352.993,00;339.408,86;13.584,14;3,85;56;1,4107;10.900,38;7.726,85;79;610.421,00;632.438,86;610.421,00;22.017,86;3,48;985.431,86;949.829,86;35.602,00;3,61;01/02/2022
542;52213;CLINICA SANTA CLARA;PB;125;1,704;42;2,6429;6.702,77;2.536,18;111;281.516,31;291.874,75;281.516,31;10.358,44;3,55;83;1,2289;7.820,66;6.363,87;102;649.114,78;725.625,77;649.114,78;76.510,99;10,54;1.017.500,52;930.631,09;86.869,43;8,54;01/03/2022
543;52213;CLINICA SANTA CLARA;PB;139;3,2878;70;4,8143;16.892,36;3.508,80;337;1.182.465,15;1.273.912,45;1.182.465,15;91.447,30;7,18;69;1,7391;12.449,03;7.158,19;120;858.983,07;895.762,90;858.983,07;36.779,83;4,11;2.169.675,35;2.041.448,22;128.227,13;5,91;01/04/2022
544;52213;CLINICA SANTA CLARA;PB;86;2,0233;40;2,675;5.936,67;2.219,31;107;237.466,68;251.453,61;237.466,68;13.986,93;5,56;46;1,4565;8.864,19;6.085,86;67;407.752,59;428.765,24;407.752,59;21.012,65;4,9;680.218,85;645.219,27;34.999,58;5,15;01/05/2022
545;52213;CLINICA SANTA CLARA;PB;83;2,747;47;3,8511;10.507,55;2.728,48;181;493.854,64;526.232,69;493.854,64;32.378,05;6,15;36;1,3056;10.536,85;8.070,78;47;379.326,45;409.330,48;379.326,45;30.004,03;7,33;935.563,17;873.181,09;62.382,08;6,67;01/06/2022
546;128619;CLIPSI;PB;31;3,7742;31;3,7742;1.982,83;525,37;117;61.467,80;67.966,45;61.467,80;6.498,65;9,56;0;0;0;0;0;0;0;0;0;0;67.966,45;61.467,80;6.498,65;9,56;01/01/2022
547;128619;CLIPSI;PB;27;4,1852;25;4,36;9.107,39;2.088,85;109;227.684,73;247.557,93;227.684,73;19.873,20;8,03;2;2;3.748,14;1.874,07;4;7.496,29;8.232,23;7.496,29;735,94;8,94;255.790,16;235.181,02;20.609,14;8,06;01/02/2022
548;128619;CLIPSI;PB;48;4,2917;45;4,4889;3.982,45;887,18;202;179.210,17;199.623,00;179.210,17;20.412,83;10,23;3;1,3333;2.482,24;1.861,68;4;7.446,72;7.689,08;7.446,72;242,36;3,15;207.312,08;186.656,89;20.655,19;9,96;01/03/2022
549;128619;CLIPSI;PB;42;3,3571;39;3,5128;2.426,94;690,88;137;94.650,60;103.453,02;94.650,60;8.802,42;8,51;3;1,3333;2.286,53;1.714,90;4;6.859,58;7.335,63;6.859,58;476,05;6,49;110.788,65;101.510,18;9.278,47;8,37;01/04/2022
550;128619;CLIPSI;PB;31;3,9355;30;4,0333;2.253,17;558,64;121;67.595,23;74.270,93;67.595,23;6.675,70;8,99;1;1;1.793,09;1.793,09;1;1.793,09;1.925,36;1.793,09;132,27;6,87;76.196,29;69.388,32;6.807,97;8,93;01/05/2022
551;128619;CLIPSI;PB;37;4,1892;32;4,625;2.449,01;529,51;148;78.368,17;83.703,14;78.368,17;5.334,97;6,37;5;1,4;2.117,13;1.512,23;7;10.585,64;11.617,99;10.585,64;1.032,35;8,89;95.321,13;88.953,81;6.367,32;6,68;01/06/2022
552;130818;HOSPITAL ANTONIO TARGINO;PB;27;2,1111;7;5,2857;20.493,71;3.877,19;37;143.455,95;165.158,48;143.455,95;21.702,53;13,14;20;1;4.649,60;4.649,60;20;92.991,97;96.402,67;92.991,97;3.410,70;3,54;261.561,15;236.447,92;25.113,23;9,6;01/01/2022
553;130818;HOSPITAL ANTONIO TARGINO;PB;32;1,9375;10;2,7;5.361,48;1.985,73;27;53.614,79;55.621,16;53.614,79;2.006,37;3,61;22;1,5909;6.895,94;4.334,59;35;151.710,61;155.713,24;151.710,61;4.002,63;2,57;211.334,40;205.325,40;6.009,00;2,84;01/02/2022
554;130818;HOSPITAL ANTONIO TARGINO;PB;37;2,2703;9;4,8889;11.269,26;2.305,08;44;101.423,32;108.855,42;101.423,32;7.432,10;6,83;28;1,4286;7.782,63;5.447,84;40;217.913,77;227.482,97;217.913,77;9.569,20;4,21;336.338,39;319.337,09;17.001,30;5,05;01/03/2022
